file_path,field_name,pii_classification,matched_pattern,review_status
dbt/models/marts/reporting/mart_customer_value.sql,lifetime_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_customer_value.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_customer_value.sql,revenue_date,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_customer_value.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_funnel_performance.sql,deal_value,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_funnel_performance.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_ga4_funnel.sql,purchase_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_ga4_funnel.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,REVENUE_CHANGE,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,SPEND_CHANGE,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,booked_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,budget,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,current_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,current_spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,prior_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,prior_spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,spend_absolute_variance,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_marketing_variance_drivers.sql,spend_percentage_variance,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,actual_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,actual_spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,budget_owner,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,revenue_attainment,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,revenue_variance,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,spend_attainment,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,spend_variance,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,target_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/mart_target_vs_actual.sql,target_spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/schema.yml,Budget,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/schema.yml,budget,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/schema.yml,mart_budget_efficiency,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/schema.yml,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/marts/reporting/schema.yml,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/schema.yml,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_facebook_ads.sql,null_spend_flag,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_facebook_ads.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_ga4_events.sql,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_google_ads.sql,null_spend_flag,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_google_ads.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_marketing_targets.sql,budget_owner,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_marketing_targets.sql,target_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_marketing_targets.sql,target_spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_sales_conversions.sql,deal_value,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_sales_conversions.sql,gross_margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_tiktok_ads.sql,null_spend_flag,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
dbt/models/staging/stg_tiktok_ads.sql,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/access_policy_matrix.csv,budget,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/access_policy_matrix.csv,margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/access_policy_matrix.csv,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/bi_release_certification.md,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,Revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,booked_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,deal_value,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,fact_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,gross_margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,lifetime_margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,lifetime_revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,revenue,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,revenue_fact_1095_days,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,revenue_operations,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/data_classification_catalog.csv,spend,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/pii_discovery_report.csv,Budget,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/pii_discovery_report.csv,Margin,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
governance/generated/pii_discovery_report.csv,REVENUE_CHANGE,commercially_sensitive,(deal_value|gross_margin|revenue|margin|budget|spend),needs_review
